Desagregación,Código subregión,Subregión,Código entidad,Entidad,Pilar,Número ODS,Nombre ODS,Número meta,Nombre meta,Número indicador,Indicador,Valor,Numerador,Denominador,Año,Fuente,Unidad de medida
Municipal,SR08,Suroeste,05679,Santa Bárbara,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0.934163701,21,2248,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05649,San Carlos,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,11.40808344,175,1534,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05368,Jericó,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,11.3345521,124,1094,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05658,San José de la Montaña,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,5.785123967,21,363,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05240,Ebéjico,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,9.479166667,91,960,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR03,Magdalena Medio,05591,Puerto Triunfo,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,9.172546504,143,1559,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05842,Uramita,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,3.981623277,26,653,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05051,Arboletes,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,13.6900369,371,2710,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05107,Briceño,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,3.995006242,32,801,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR04,Nordeste,05670,San Roque,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,15.37225495,287,1867,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05004,Abriaquí,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0.411522634,1,243,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05038,Angostura,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,2.915194346,33,1132,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05030,Amagá,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,3.556242752,92,2587,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR02,Bajo Cauca,05895,Zaragoza,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,7.37704918,171,2318,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05576,Pueblorrico,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,666,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05376,La Ceja del Tambo,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,2.904253326,155,5337,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR01,Valle de Aburrá,05380,La Estrella,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,5552,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR03,Magdalena Medio,05893,Yondó,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,4.771505376,71,1488,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05819,Toledo,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,6.852248394,32,467,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR02,Bajo Cauca,05790,Tarazá,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,2.729827379,68,2491,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05264,Entrerríos,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,5.654450262,54,955,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05021,Alejandría,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0.518134715,2,386,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05093,Betulia,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,5.499664655,82,1491,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05667,San Rafael,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,13.29068941,187,1407,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05541,Peñol,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,5.309734513,90,1695,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR01,Valle de Aburrá,05380,La Estrella,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,14.98417165,852,5686,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR01,Valle de Aburrá,05079,Barbosa,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,11.12143023,479,4307,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR02,Bajo Cauca,05120,Cáceres,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,2630,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05809,Titiribí,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,2.416107383,18,745,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR01,Valle de Aburrá,05360,Itagüí,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,32.63298464,7331,22465,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05364,Jardín,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,3.707136237,40,1079,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05647,San Andrés de Cuerquía,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,627,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05686,Santa Rosa de Osos,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,120.5693297,3939,3267,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05887,Yarumal,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,13.28478152,529,3982,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR04,Nordeste,05604,Remedios,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,2492,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05665,San Pedro de Urabá,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0.634920635,18,2835,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05282,Fredonia,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,1682,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR04,Nordeste,05885,Yalí,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,586,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05490,Necoclí,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,1.555209953,60,3858,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR04,Nordeste,05890,Yolombó,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,1747,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05615,Rionegro,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,97.26780966,10609,10907,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR03,Magdalena Medio,05585,Puerto Nare,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,990,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05038,Angostura,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,988,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05021,Alejandría,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,330,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05030,Amagá,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,2413,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05310,Gómez Plata,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,663,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05113,Buriticá,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,816,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05051,Arboletes,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,1.029295329,26,2526,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05541,Peñol,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,1580,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05411,Liborina,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,13.22115385,110,832,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05390,La Pintada,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,32.239819,285,884,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05318,Guarne,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,6.922011998,300,4334,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05036,Angelópolis,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,8.644400786,44,509,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05440,Marinilla,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,6.108637578,343,5615,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05664,San Pedro de los Milagros,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,9.591836735,188,1960,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05147,Carepa,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,4.333902647,203,4684,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05400,La Unión,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,7.93814433,154,1940,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05887,Yarumal,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,6.857451404,254,3704,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05475,Murindó,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,13.10679612,54,412,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05361,Ituango,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,1.135331517,25,2202,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR04,Nordeste,05736,Segovia,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0.743596805,27,3631,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR05,Norte,05658,San José de la Montaña,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,353,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR02,Bajo Cauca,05790,Tarazá,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,2423,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR09,Urabá,05172,Chigorodó,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0.844772967,48,5682,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR07,Oriente,05206,Concepción,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,13.55932203,56,413,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05501,Olaya,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,17.64705882,45,255,2013,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR08,Suroeste,05679,Santa Bárbara,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,1895,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
Municipal,SR06,Occidente,05543,Peque,Personas,4,Educación de calidad,4.3,Igualdad de acceso a educación técnica- vocacional y superior,4.3.1.C,Cobertura en educación superior,0,0,723,2021,MinEducación - Sistema Nacional de Información de Educación Superior (SNIES)- DANE - Censo Nacional de Población y Vivienda (CNPV),Porcentaje
